"","priceType","area","yyyymm","day","deposit","price","floor","build","aptType","yyyy","mm","si"
"790249","전세",56.9,201811,"27",12000,0,8,"1991","아파트","2018","11","남양주시"
"342097","전세",64.22,201607,"11",6000,0,3,"2001","연립다세대","2016","07","안양만안구"
"758836","월세",49.97,201811,"9",5000,40,25,"2001","아파트","2018","11","광명시"
"93369","월세",84.965,201602,"6",4000,70,6,"2001","아파트","2016","02","수원권선구"
"948501","전세",55,201802,"12",15000,0,1,"2015","단독다가구","2018","02","고양덕양구"
"714554","전세",22.53,201706,"13",9000,0,2,"2015","연립다세대","2017","06","화성시"
"1085113","월세",36.34,201802,"6",1000,60,2,"1988","연립다세대","2018","02","안양동안구"
"995997","전세",26,201807,"23",4700,0,1,"2007","단독다가구","2018","07","수원권선구"
"828141","전세",59.9916,201806,"9",30000,0,1,"2011","아파트","2018","06","수원권선구"
"1179865","전세",162.454,201908,"30",35500,0,6,"2000","아파트","2019","08","남양주시"
"1244778","전세",59.95,201909,"2",9500,0,16,"1993","아파트","2019","09","시흥시"
"665535","월세",33,201702,"27",3000,40,1,"2016","단독다가구","2017","02","하남시"
"200407","월세",30,201601,"18",500,35,1,"2000","단독다가구","2016","01","고양덕양구"
"553991","전세",74.092,201704,"8",33000,0,14,"2008","아파트","2017","04","화성시"
"798122","전세",59.99,201808,"15",11000,0,10,"1999","아파트","2018","08","동두천시"
"261819","월세",45,201610,"19",500,38,1,"1990","단독다가구","2016","10","수원팔달구"
"899082","월세",47.325,201811,"2",1000,40,2,"1998","아파트","2018","11","용인처인구"
"70935","전세",84.98,201611,"3",26000,0,10,"2011","아파트","2016","11","부천시"
"407953","전세",101.76,201704,"8",34000,0,2,"1993","아파트","2017","04","군포시"
"1423639","전세",108.45,201905,"23",20000,0,1,"2018","단독다가구","2019","05","양평군"
"1195170","월세",122.24,201904,"19",4000,130,10,"2007","아파트","2019","04","부천시"
"1215455","전세",59.85,201910,"4",42500,0,10,"2012","아파트","2019","10","성남수정구"
"1139494","월세",39.72,201912,"16",2166,18,16,"2007","아파트","2019","12","고양일산동구"
"1268458","전세",59.8903,201901,"2",13000,0,13,"2005","아파트","2019","01","양주시"
"1481194","전세",16.56,201906,"15",4000,0,4,"2018","연립다세대","2019","06","시흥시"
"1310248","전세",59.4,201907,"12",10000,0,12,"1994","아파트","2019","07","이천시"
"1285071","월세",99.42,201907,"29",3000,120,20,"2013","아파트","2019","07","용인기흥구"
"47012","전세",133.393,201606,"2",32000,0,15,"2010","아파트","2016","06","김포시"
"157374","월세",84.923,201603,"11",30000,20,9,"2002","아파트","2016","03","의왕시"
"116106","전세",48.938,201607,"30",7500,0,5,"2001","아파트","2016","07","안성시"
"1014715","전세",46.38,201808,"24",8500,0,1,"2007","단독다가구","2018","08","안산상록구"
"1445084","월세",14.36,201912,"30",200,20,1,"null","단독다가구","2019","12","평택시"
"1328529","월세",44.86,201908,"19",3362,25,12,"2018","아파트","2019","08","포천시"
"538026","월세",26.12,201703,"16",1229,14,9,"2014","아파트","2017","03","평택시"
"477775","전세",46.99,201708,"9",14000,0,1,"1992","아파트","2017","08","안산단원구"
"93427","전세",49.58,201611,"7",20500,0,10,"2001","아파트","2016","11","수원권선구"
"957548","월세",50,201807,"13",3500,45,1,"2017","단독다가구","2018","07","광주시"
"1017654","월세",48.3,201806,"16",8000,20,1,"1996","단독다가구","2018","06","안산상록구"
"851256","전세",59.7897,201806,"12",20000,0,6,"2003","아파트","2018","06","안산단원구"
"409899","전세",42.26,201711,"9",6500,0,5,"1992","아파트","2017","11","김포시"
"18106","전세",49.72,201606,"4",18500,0,7,"1993","아파트","2016","06","고양일산서구"
"923104","전세",71.509,201810,"10",13500,0,9,"1992","아파트","2018","10","평택시"
"936987","월세",59.978,201804,"28",3000,62,5,"2018","아파트","2018","04","화성시"
"1147439","월세",59.82,201904,"16",1000,64,14,"2001","아파트","2019","04","고양일산서구"
"301482","월세",46,201610,"30",1000,20,1,"1990","단독다가구","2016","10","포천시"
"630969","전세",50,201703,"6",4000,0,1,"1995","단독다가구","2017","03","안산상록구"
"209685","전세",30,201604,"5",3500,0,1,"2006","단독다가구","2016","04","광주시"
"569118","월세",35,201702,"3",1000,30,1,"1989","단독다가구","2017","02","광명시"
"124917","전세",84.99,201612,"16",40000,0,19,"1992","아파트","2016","12","안양동안구"
"1418337","전세",46.2,201906,"4",5500,0,1,"2009","단독다가구","2019","06","안성시"
"1308294","전세",66.49,201907,"28",18000,0,18,"2018","아파트","2019","07","의정부시"
"181242","월세",59.91,201610,"20",2000,65,1,"1995","아파트","2016","10","하남시"
"624692","전세",26.4,201703,"4",4300,0,1,"2014","단독다가구","2017","03","시흥시"
"793731","전세",84.974,201805,"8",28000,0,11,"2004","아파트","2018","05","남양주시"
"517718","월세",75.5,201711,"12",2000,53,1,"2004","아파트","2017","11","용인처인구"
"1497970","전세",63.885,201906,"29",21700,0,1,"2017","연립다세대","2019","06","파주시"
"1236073","전세",59.76,201902,"16",19000,0,24,"1999","아파트","2019","02","수원팔달구"
"747236","월세",59.945,201810,"23",12500,20,5,"1995","아파트","2018","10","고양일산동구"
"1063834","전세",80.71,201803,"15",15000,0,3,"1993","연립다세대","2018","03","남양주시"
"1045458","전세",66,201804,"18",2500,0,1,"1995","단독다가구","2018","04","평택시"
"1304679","전세",84.73,201903,"6",1900,0,1,"2001","아파트","2019","03","의정부시"
"960299","전세",33,201812,"24",6500,0,1,"2008","단독다가구","2018","12","광주시"
"30446","월세",36.98,201607,"18",4095,8,20,"2016","아파트","2016","07","구리시"
"90367","전세",98.58,201612,"10",50000,0,6,"2016","아파트","2016","12","성남수정구"
"968493","전세",56,201804,"18",15000,0,1,"2013","단독다가구","2018","04","남양주시"
"357007","전세",54.7,201612,"20",20000,0,4,"1999","오피스텔","2016","12","고양일산동구"
"834471","전세",59.99,201807,"25",20000,0,4,"1997","아파트","2018","07","수원영통구"
"48496","월세",84.987,201609,"24",18500,22,13,"2014","아파트","2016","09","김포시"
"574592","전세",52,201711,"25",12000,0,1,"2014","단독다가구","2017","11","광주시"
"429064","전세",59.9632,201703,"30",14500,0,23,"2015","아파트","2017","03","남양주시"
"283753","전세",16,201611,"8",4000,0,1,"1995","단독다가구","2016","11","용인기흥구"
"261141","월세",30.84,201605,"19",300,25,1,"1962","단독다가구","2016","05","수원팔달구"
"919965","전세",59.91,201805,"25",10000,0,14,"1995","아파트","2018","05","평택시"
"189896","전세",134.127,201602,"18",25000,0,5,"2001","아파트","2016","02","화성시"
"257296","전세",49.6,201607,"20",12500,0,1,"2016","단독다가구","2016","07","수원장안구"
"262761","전세",61,201601,"7",8000,0,1,"2003","단독다가구","2016","01","시흥시"
"96222","월세",59.9535,201603,"12",10000,60,4,"2010","아파트","2016","03","수원영통구"
"1364947","전세",60,201902,"19",12500,0,1,"2017","단독다가구","2019","02","광주시"
"439217","전세",112.14,201711,"21",47000,0,7,"2006","아파트","2017","11","부천시"
"980031","월세",20,201804,"10",500,39,1,"1995","단독다가구","2018","04","성남분당구"
"201561","전세",55,201603,"28",10000,0,1,"2002","단독다가구","2016","03","고양일산동구"
"665961","전세",36.3,201705,"18",5000,0,1,"2017","단독다가구","2017","05","화성시"
"1090153","전세",76.35,201803,"14",10000,0,1,"1996","연립다세대","2018","03","용인처인구"
"321729","월세",46.29,201606,"20",500,55,4,"2002","연립다세대","2016","06","부천시"
"654596","전세",35.59,201702,"24",4000,0,1,"1994","단독다가구","2017","02","의정부시"
"659830","전세",55.6,201705,"21",10000,0,1,"2015","단독다가구","2017","05","평택시"
"600600","월세",37.1,201705,"6",500,30,1,"1984","단독다가구","2017","05","성남수정구"
"293367","전세",50,201612,"21",3000,0,1,"1991","단독다가구","2016","12","의정부시"
"141328","전세",84.7388,201605,"17",22000,0,6,"2002","아파트","2016","05","용인기흥구"
"490135","월세",50.73,201707,"10",10000,20,9,"1992","아파트","2017","07","안양동안구"
"1169010","전세",59.97,201901,"29",24000,0,10,"2006","아파트","2019","01","김포시"
"1185383","월세",84.985,201901,"9",2000,85,12,"2010","아파트","2019","01","남양주시"
"1488820","전세",27.51,201912,"3",17000,0,2,"2017","연립다세대","2019","12","안양만안구"
"1131855","전세",45.48,201902,"11",15000,0,15,"1995","아파트","2019","02","고양덕양구"
"830765","전세",84.73,201801,"6",17000,0,16,"2002","아파트","2018","01","수원권선구"
"72382","전세",84.94,201611,"17",31000,0,20,"1995","아파트","2016","11","부천시"
"255550","월세",115.8,201606,"26",4000,100,1,"2016","단독다가구","2016","06","수원영통구"
"352372","월세",84.9,201611,"7",4000,30,3,"2016","연립다세대","2016","11","평택시"
"64663","전세",56.67,201612,"16",16000,0,8,"1990","아파트","2016","12","부천시"
"1082210","전세",43.5,201801,"4",8000,0,3,"2002","연립다세대","2018","01","안산상록구"
"133564","월세",46.9,201607,"22",2062,14,14,"2010","아파트","2016","07","양주시"
"506838","전세",59.959,201705,"17",23000,0,1,"2001","아파트","2017","05","용인기흥구"
"793755","전세",72.453,201810,"1",27000,0,8,"2004","아파트","2018","10","남양주시"
"1137949","전세",159.999,201907,"23",27000,0,14,"2002","아파트","2019","07","고양일산동구"
"1277779","전세",84.98,201904,"20",22000,0,14,"2006","아파트","2019","04","용인기흥구"
"999285","월세",25,201805,"12",500,35,1,"2007","단독다가구","2018","05","수원권선구"
"1333171","월세",74.96,201911,"13",16765,30,4,"2017","아파트","2019","11","하남시"
"1399633","전세",49.5,201904,"9",5500,0,1,"1990","단독다가구","2019","04","수원권선구"
"292543","전세",23.14,201609,"30",3500,0,1,"2004","단독다가구","2016","09","의정부시"
"1132971","전세",84.9887,201904,"19",26000,0,11,"2019","아파트","2019","04","고양덕양구"
"290970","전세",27,201602,"17",10000,0,1,"2013","단독다가구","2016","02","의왕시"
"1298052","월세",59.1964,201905,"28",5000,45,4,"2019","아파트","2019","05","용인처인구"
"1373334","전세",82.03,201905,"19",23000,0,1,"null","단독다가구","2019","05","남양주시"
"1432433","월세",56.1,201910,"14",2000,40,1,"2000","단독다가구","2019","10","용인수지구"
"528828","전세",59.94,201710,"25",9000,0,8,"1996","아파트","2017","10","이천시"
"549582","전세",110.7323,201707,"13",35000,0,20,"2007","아파트","2017","07","화성시"
"435778","전세",84.58,201703,"17",31000,0,6,"2017","아파트","2017","03","부천시"
"311498","월세",59.87,201610,"4",1500,50,4,"1991","연립다세대","2016","10","고양덕양구"
"1443296","전세",66,201912,"9",12000,0,1,"2019","단독다가구","2019","12","평택시"
"38476","전세",58.46,201602,"11",24500,0,11,"1994","아파트","2016","02","군포시"
"178149","월세",51.95,201601,"20",2089,21,4,"2006","아파트","2016","01","평택시"
"1329291","전세",84.92,201908,"5",29000,0,23,"2019","아파트","2019","08","하남시"
"138615","전세",84.0525,201601,"16",21000,0,5,"2007","아파트","2016","01","오산시"
"445769","전세",134.87,201710,"18",63000,0,4,"1991","아파트","2017","10","성남분당구"
"1341496","전세",84.899,201904,"13",20000,0,15,"2007","아파트","2019","04","화성시"
"486387","전세",41.265,201709,"20",18500,0,5,"1993","아파트","2017","09","안양동안구"
"1278524","전세",84.99,201912,"30",32500,0,14,"2002","아파트","2019","12","용인기흥구"
"480443","월세",78.535,201701,"2",3000,85,5,"1993","아파트","2017","01","안산상록구"
"593065","전세",33.38,201710,"23",6500,0,1,"2011","단독다가구","2017","10","성남분당구"
"1093475","전세",50.04,201809,"20",4500,0,3,"1985","연립다세대","2018","09","이천시"
"521704","전세",84.82,201702,"7",45000,0,4,"2011","아파트","2017","02","의왕시"
"1171125","전세",84.6507,201909,"29",23000,0,20,"2013","아파트","2019","09","김포시"
"22488","월세",59.59,201612,"26",8481,19,11,"2010","아파트","2016","12","광명시"
"1404566","전세",67.65,201911,"1",12500,0,1,"1986","단독다가구","2019","11","수원장안구"
"682469","전세",42.21,201711,"24",8500,0,2,"2011","연립다세대","2017","11","남양주시"
"790184","전세",59.968,201807,"25",22000,0,9,"1999","아파트","2018","07","남양주시"
"176364","전세",59.41,201609,"23",6000,0,5,"1991","아파트","2016","09","평택시"
"558912","전세",84.9933,201707,"31",16537,0,18,"2015","아파트","2017","07","화성시"
"571511","전세",45,201709,"9",5000,0,1,"2015","단독다가구","2017","09","광주시"
"1344424","월세",24.3616,201905,"6",300,34,4,"1999","아파트","2019","05","화성시"
"1445689","전세",49,201906,"19",3000,0,1,"1990","단독다가구","2019","06","포천시"
"1244351","월세",33.31,201912,"15",2986,7,11,"2017","아파트","2019","12","시흥시"
"1234551","전세",78.5807,201905,"4",20000,0,8,"2017","아파트","2019","05","수원장안구"
"137537","전세",59.98,201607,"13",7617,0,18,"2010","아파트","2016","07","오산시"
"1061206","전세",76.83,201810,"13",10000,0,1,"2001","연립다세대","2018","10","광주시"
"37450","전세",49.67,201608,"30",17000,0,4,"1995","아파트","2016","08","군포시"
"475372","월세",59.97,201710,"23",1000,65,2,"1997","아파트","2017","10","시흥시"
"496779","전세",84.86,201710,"24",8500,0,4,"2001","아파트","2017","10","양주시"
"480891","전세",75.51,201701,"9",20000,0,1,"1987","아파트","2017","01","안산상록구"
"1346135","전세",84.5202,201906,"22",18000,0,15,"2017","아파트","2019","06","화성시"
"602012","전세",31.59,201701,"6",5000,0,1,"1992","단독다가구","2017","01","성남수정구"
"1325243","전세",66.9,201908,"17",20000,0,2,"2018","아파트","2019","08","평택시"
"945482","전세",60.4624,201806,"26",11576,0,15,"2015","아파트","2018","06","화성시"
"48242","월세",101.602,201608,"20",19000,26,11,"2014","아파트","2016","08","김포시"
"1431372","월세",26.4,201901,"12",1000,45,1,"2008","단독다가구","2019","01","용인수지구"
