"","priceType","area","yyyymm","day","deposit","price","floor","build","aptType","yyyy","mm","si"
"1088550","월세",30.29,201804,"28",500,40,5,"2017","연립다세대","2018","04","오산시"
"1190445","전세",59.9632,201904,"9",14500,0,26,"2015","아파트","2019","04","남양주시"
"1405479","월세",21,201909,"16",500,35,1,"2006","단독다가구","2019","09","수원장안구"
"663539","전세",29.52,201702,"20",3500,0,1,"1994","단독다가구","2017","02","하남시"
"1130175","전세",84.8637,201912,"16",38500,0,9,"2019","아파트","2019","12","고양덕양구"
"790551","전세",84.9457,201806,"18",21500,0,11,"2010","아파트","2018","06","남양주시"
"282038","전세",109,201604,"10",17000,0,1,"2015","단독다가구","2016","04","오산시"
"981905","월세",51.99,201808,"28",3000,50,1,"1996","단독다가구","2018","08","성남분당구"
"56315","전세",84.985,201602,"23",22000,0,9,"2010","아파트","2016","02","남양주시"
"13640","월세",124.9597,201606,"11",1000,125,2,"2011","아파트","2016","06","고양일산서구"
"291519","전세",43.87,201604,"22",4500,0,1,"1980","단독다가구","2016","04","의정부시"
"1467926","전세",66.42,201912,"26",12000,0,3,"1995","연립다세대","2019","12","부천시"
"407044","전세",84.91,201708,"24",31000,0,13,"2010","아파트","2017","08","군포시"
"1096650","전세",59.62,201812,"27",15000,0,1,"1995","연립다세대","2018","12","하남시"
"695804","월세",58.3,201710,"17",1000,58,3,"2002","연립다세대","2017","10","시흥시"
"864669","월세",50,201803,"21",5000,60,3,"1992","아파트","2018","03","안양동안구"
"467909","전세",59.98,201709,"12",22000,0,17,"1999","아파트","2017","09","수원장안구"
"131668","전세",84.8023,201602,"5",19000,0,8,"2009","아파트","2016","02","양주시"
"392227","전세",72.76,201711,"17",42000,0,3,"1983","아파트","2017","11","과천시"
"1205288","전세",84.6,201912,"23",55000,0,4,"1992","아파트","2019","12","성남분당구"
"122157","전세",49.68,201608,"13",24000,0,5,"1993","아파트","2016","08","안양동안구"
"1381967","월세",20,201906,"27",5000,20,1,"1996","단독다가구","2019","06","성남분당구"
"263735","월세",40,201606,"22",500,45,1,"2000","단독다가구","2016","06","시흥시"
"1259597","전세",84.92,201910,"8",44500,0,7,"1993","아파트","2019","10","안양동안구"
"1332410","월세",84.9786,201911,"8",12330,65,21,"2017","아파트","2019","11","하남시"
"751313","전세",47.49,201801,"23",18000,0,9,"1994","아파트","2018","01","고양일산서구"
"888074","전세",84.8668,201809,"7",43000,0,13,"2018","아파트","2018","09","용인수지구"
"1400620","전세",33,201902,"25",3800,0,1,"1990","단독다가구","2019","02","수원권선구"
"1052090","전세",26.4,201804,"17",3200,0,1,"2013","단독다가구","2018","04","화성시"
"148971","월세",133.4246,201602,"5",33000,30,14,"2006","아파트","2016","02","용인수지구"
"632769","전세",43,201711,"3",6000,0,1,"1996","단독다가구","2017","11","안산상록구"
"798401","전세",55.26,201812,"7",14000,0,5,"1992","아파트","2018","12","부천시"
"1395127","전세",51.46,201905,"28",15000,0,1,"1986","단독다가구","2019","05","성남중원구"
"276916","전세",39.84,201610,"8",8500,0,1,"1993","단독다가구","2016","10","안양만안구"
"1359027","월세",50,201906,"26",3000,30,1,"2009","단독다가구","2019","06","고양일산서구"
"613868","월세",24,201705,"4",1000,28,1,"2004","단독다가구","2017","05","수원권선구"
"1261208","전세",41.85,201907,"18",19000,0,10,"1993","아파트","2019","07","안양동안구"
"1299071","전세",79.2149,201906,"8",27000,0,19,"2001","아파트","2019","06","의왕시"
"1532956","전세",18.16,201908,"6",8000,0,5,"2019","오피스텔","2019","08","하남시"
"958853","월세",20,201804,"13",500,45,1,"2017","단독다가구","2018","04","광주시"
"993933","월세",34.9,201807,"23",500,30,1,"2004","단독다가구","2018","07","성남중원구"
"1141900","전세",146.51,201909,"16",29000,0,15,"2011","아파트","2019","09","고양일산서구"
"429321","전세",84.9947,201708,"10",19000,0,31,"2015","아파트","2017","08","남양주시"
"219474","전세",62.43,201605,"9",3700,0,1,"null","단독다가구","2016","05","김포시"
"870664","월세",59.27,201805,"8",2000,50,12,"2001","아파트","2018","05","양주시"
"1274061","월세",36.79,201909,"18",3672,15,8,"2017","아파트","2019","09","오산시"
"295434","월세",49.8,201604,"14",5500,15,1,"2000","단독다가구","2016","04","파주시"
"1084365","전세",48.49,201801,"24",5000,0,3,"2014","연립다세대","2018","01","안성시"
"1518880","전세",59.61,201907,"13",23000,0,17,"2019","오피스텔","2019","07","성남수정구"
"43047","월세",59.4267,201601,"7",5000,62,12,"2013","아파트","2016","01","김포시"
"308341","전세",80,201602,"16",8000,0,1,"2011","단독다가구","2016","02","화성시"
"800109","월세",59.28,201803,"19",8000,40,7,"1993","아파트","2018","03","부천시"
"756081","전세",84.964,201802,"13",65500,0,1,"2008","아파트","2018","02","과천시"
"223455","전세",30,201604,"18",2500,0,1,"null","단독다가구","2016","04","부천시"
"787388","월세",46.42,201805,"30",3566,30,9,"2014","아파트","2018","05","남양주시"
"591103","전세",33,201707,"17",1900,0,1,"1989","단독다가구","2017","07","부천시"
"953364","전세",104.39,201811,"16",15000,0,1,"1996","단독다가구","2018","11","고양일산서구"
"226829","월세",40,201606,"16",300,26,1,"1984","단독다가구","2016","06","부천시"
"1290106","전세",159.153,201905,"25",53000,0,2,"2010","아파트","2019","05","용인수지구"
"308545","전세",35,201605,"19",6500,0,1,"null","단독다가구","2016","05","화성시"
"648144","전세",28,201706,"14",8500,0,1,"2006","단독다가구","2017","06","용인수지구"
"763136","전세",72.5625,201810,"3",20000,0,1,"2002","아파트","2018","10","광주시"
"290547","전세",99.1,201605,"9",20000,0,1,"2011","단독다가구","2016","05","의왕시"
"100437","월세",101.82,201607,"27",28826,31,3,"2013","아파트","2016","07","수원영통구"
"454980","월세",26.73,201702,"27",1750,14,9,"2017","아파트","2017","02","성남수정구"
"366322","전세",46.91,201612,"17",25000,0,4,"2014","오피스텔","2016","12","수원영통구"
"526433","월세",30,201705,"18",2000,50,5,"2013","아파트","2017","05","의정부시"
"1017160","월세",67,201811,"6",3000,40,1,"2004","단독다가구","2018","11","안산상록구"
"800405","전세",98.9986,201808,"24",40000,0,9,"2002","아파트","2018","08","부천시"
"1108824","전세",29.69,201806,"28",13000,0,4,"2003","오피스텔","2018","06","성남분당구"
"589048","전세",35,201702,"25",4500,0,1,"1990","단독다가구","2017","02","부천시"
"188041","전세",59.192,201610,"8",25000,0,19,"2008","아파트","2016","10","화성시"
"845255","전세",50.884,201805,"5",12000,0,5,"1997","아파트","2018","05","시흥시"
"17794","월세",50.55,201604,"16",1000,75,10,"1994","아파트","2016","04","고양일산서구"
"547054","월세",101.097,201706,"10",10000,140,10,"2016","아파트","2017","06","하남시"
"370897","월세",48.06,201608,"6",1000,85,3,"2016","오피스텔","2016","08","하남시"
"1387576","전세",50,201911,"4",14000,0,1,"2006","단독다가구","2019","11","성남수정구"
"193308","전세",36.96,201604,"20",4500,0,13,"2000","아파트","2016","04","화성시"
"595650","전세",53.52,201703,"26",23000,0,1,"2011","단독다가구","2017","03","성남분당구"
"1220565","전세",59.88,201911,"29",18000,0,8,"1996","아파트","2019","11","수원권선구"
"1244655","전세",84.99,201908,"19",19500,0,8,"2014","아파트","2019","08","시흥시"
"1404821","전세",64.04,201904,"15",6000,0,1,"2014","단독다가구","2019","04","수원장안구"
"1454769","전세",80,201911,"5",28000,0,1,"2015","단독다가구","2019","11","화성시"
"1013087","전세",30,201807,"6",4000,0,1,"1994","단독다가구","2018","07","안산상록구"
"115889","전세",84.9186,201603,"8",14000,0,3,"2007","아파트","2016","03","안성시"
"561827","전세",56,201702,"18",18000,0,1,"2017","단독다가구","2017","02","고양덕양구"
"67389","전세",84.9841,201602,"29",31000,0,17,"2004","아파트","2016","02","부천시"
"1297833","월세",59.96,201903,"16",3000,45,16,"1999","아파트","2019","03","용인처인구"
"1521157","전세",84.24,201906,"1",42000,0,14,"2019","오피스텔","2019","06","수원영통구"
"615706","월세",25,201711,"30",500,30,1,"2002","단독다가구","2017","11","수원영통구"
"51795","월세",46.42,201612,"22",6162,15,6,"2014","아파트","2016","12","남양주시"
"289077","월세",26,201608,"25",500,35,1,"2001","단독다가구","2016","08","용인처인구"
"1149566","전세",124.45,201905,"3",56000,0,5,"1984","아파트","2019","05","과천시"
"1409603","월세",22,201904,"12",3000,20,1,"2015","단독다가구","2019","04","시흥시"
"31860","전세",52.08,201608,"22",21500,0,1,"1995","아파트","2016","08","구리시"
"493589","전세",18.86,201701,"13",8500,0,8,"2012","아파트","2017","01","안양만안구"
"3083","전세",84.93,201607,"7",28000,0,5,"1994","아파트","2016","07","고양덕양구"
"940146","월세",74.94,201809,"17",6700,62,2,"2017","아파트","2018","09","화성시"
"154013","전세",59.405,201604,"30",24000,0,10,"2000","아파트","2016","04","용인수지구"
"721059","월세",29.41,201705,"30",500,50,5,"2006","오피스텔","2017","05","부천시"
"1278714","전세",84.819,201912,"11",27500,0,17,"2000","아파트","2019","12","용인기흥구"
"1505596","전세",29.29,201905,"17",9500,0,3,"2003","오피스텔","2019","05","고양일산동구"
"702940","월세",17.55,201701,"2",4000,10,3,"2012","연립다세대","2017","01","안양만안구"
"1398432","전세",45.39,201909,"19",7500,0,1,"2017","단독다가구","2019","09","수원권선구"
"1082377","전세",100.73,201808,"6",16000,0,4,"2002","연립다세대","2018","08","안산상록구"
"814613","전세",53.82,201801,"25",29000,0,3,"1994","아파트","2018","01","성남분당구"
"1305201","월세",84.9788,201904,"2",5000,100,6,"2017","아파트","2019","04","의정부시"
"389187","월세",84.62,201709,"13",10000,70,7,"1993","아파트","2017","09","고양일산서구"
"258000","전세",71.69,201609,"2",15000,0,1,"2004","단독다가구","2016","09","수원장안구"
"351155","월세",35.05,201608,"27",1000,35,3,"1996","연립다세대","2016","08","평택시"
"1461092","전세",76.7,201902,"18",15000,0,2,"2011","연립다세대","2019","02","광주시"
"1204352","전세",84.991,201906,"21",55000,0,13,"2004","아파트","2019","06","성남분당구"
"819029","전세",73.25,201807,"23",46000,0,6,"1994","아파트","2018","07","성남분당구"
"186555","월세",84.8008,201612,"20",5000,50,1,"2004","아파트","2016","12","화성시"
"571495","월세",74.52,201711,"21",330,40,1,"1986","단독다가구","2017","11","광주시"
"1170090","월세",70.97,201911,"15",15170,18,5,"2018","아파트","2019","11","김포시"
"880148","전세",72.9788,201811,"27",29000,0,17,"2018","아파트","2018","11","용인기흥구"
"426169","전세",84.9785,201708,"17",25000,0,7,"2005","아파트","2017","08","남양주시"
"1405674","전세",40,201906,"26",4100,0,1,"1991","단독다가구","2019","06","수원장안구"
"1182750","전세",84.954,201906,"5",21000,0,19,"2009","아파트","2019","06","남양주시"
"326479","전세",59.88,201611,"20",27000,0,3,"1995","연립다세대","2016","11","성남분당구"
"488851","전세",50,201703,"13",25000,0,3,"1992","아파트","2017","03","안양동안구"
"213351","월세",26,201606,"10",500,35,1,"2002","단독다가구","2016","06","구리시"
"1201362","전세",84.9915,201902,"20",39500,0,4,"2009","아파트","2019","02","부천시"
"725532","월세",30.42,201703,"2",2000,45,4,"2003","오피스텔","2017","03","성남수정구"
"1258097","월세",42.615,201904,"4",6000,40,4,"1993","아파트","2019","04","안양동안구"
"203584","전세",100.71,201612,"28",20000,0,1,"2016","단독다가구","2016","12","고양일산동구"
"679923","전세",27.36,201702,"14",5000,0,2,"1996","연립다세대","2017","02","남양주시"
"551350","월세",59.934,201705,"31",16990,10,11,"2016","아파트","2017","05","화성시"
"1235785","전세",16.0911,201912,"13",5500,0,4,"2011","아파트","2019","12","수원팔달구"
"972726","월세",67.49,201811,"24",2000,50,1,"2003","단독다가구","2018","11","부천시"
"985574","전세",36.77,201803,"14",8000,0,1,"1991","단독다가구","2018","03","성남수정구"
"641135","전세",85.6,201701,"20",13000,0,1,"2006","단독다가구","2017","01","여주시"
"1124405","전세",49.74,201808,"1",17500,0,23,"2010","오피스텔","2018","08","화성시"
"664744","전세",62,201710,"30",20000,0,1,"2017","단독다가구","2017","10","하남시"
"891254","전세",133.6091,201808,"20",34000,0,4,"2001","아파트","2018","08","용인수지구"
"656223","전세",24.32,201705,"10",5500,0,1,"2017","단독다가구","2017","05","파주시"
"425829","월세",59.88,201712,"15",4406,22,7,"2007","아파트","2017","12","남양주시"
"83738","월세",59.79,201601,"30",18500,30,4,"1992","아파트","2016","01","성남분당구"
"714486","전세",49.88,201703,"20",16500,0,2,"2016","연립다세대","2017","03","화성시"
"796374","전세",59.9632,201811,"9",14500,0,12,"2015","아파트","2018","11","남양주시"
"343186","월세",93.44,201610,"10",1000,35,5,"2003","연립다세대","2016","10","양주시"
"294566","월세",45,201603,"7",4000,3,1,"2009","단독다가구","2016","03","이천시"
"22716","전세",16.63,201609,"1",6500,0,5,"2012","아파트","2016","09","광명시"
"267822","월세",42,201602,"16",1000,70,1,"2016","단독다가구","2016","02","안산상록구"
"386096","전세",84.2865,201701,"16",26000,0,6,"2003","아파트","2017","01","고양일산서구"
"1524714","월세",19.33,201901,"10",300,38,7,"2017","오피스텔","2019","01","안산단원구"
"1325907","월세",84.9939,201909,"19",1000,70,4,"2017","아파트","2019","09","평택시"
"668116","전세",59.4,201706,"15",13000,0,1,"2017","단독다가구","2017","06","화성시"
"35837","전세",49.59,201610,"17",21500,0,12,"1997","아파트","2016","10","군포시"
"748636","전세",84.454,201809,"12",25000,0,15,"2002","아파트","2018","09","고양일산서구"
"626808","전세",43,201704,"10",6000,0,1,"1992","단독다가구","2017","04","안산단원구"
"284108","월세",23,201607,"7",500,45,1,"2013","단독다가구","2016","07","용인기흥구"
"89358","월세",46.77,201608,"24",8014,11,7,"2016","아파트","2016","08","성남수정구"
"959826","전세",35,201802,"8",13000,0,1,"2017","단독다가구","2018","02","광주시"
"442994","전세",84.98,201712,"23",73000,0,15,"2009","아파트","2017","12","성남분당구"
"440618","전세",84.79,201711,"16",45000,0,11,"1995","아파트","2017","11","성남분당구"
"982101","전세",60,201808,"16",22000,0,1,"2001","단독다가구","2018","08","성남분당구"
"126598","전세",84.51,201607,"23",33000,0,22,"1992","아파트","2016","07","안양동안구"
"581506","전세",28,201712,"2",5300,0,1,"2016","단독다가구","2017","12","김포시"
"562348","월세",58,201702,"6",1500,35,1,"2001","단독다가구","2017","02","고양덕양구"
"911452","전세",107.85,201809,"7",20000,0,2,"2005","아파트","2018","09","파주시"
"1159162","전세",74.4991,201912,"20",27000,0,11,"2017","아파트","2019","12","광주시"
"48654","월세",84.987,201611,"2",18000,22,7,"2014","아파트","2016","11","김포시"
"324479","전세",57.96,201609,"3",8500,0,3,"1996","연립다세대","2016","09","부천시"
"1318399","전세",59.67,201903,"16",24500,0,14,"2011","아파트","2019","03","파주시"
"103245","전세",84.39,201610,"6",13000,0,6,"1995","아파트","2016","10","수원팔달구"
"1090889","월세",39.81,201809,"26",500,55,3,"1996","연립다세대","2018","09","용인처인구"
"380647","전세",134.83,201703,"14",34000,0,6,"1995","아파트","2017","03","고양덕양구"
"85036","전세",67.43,201605,"11",35000,0,4,"1994","아파트","2016","05","성남분당구"
"1213123","월세",144.56,201912,"12",73000,50,8,"2004","아파트","2019","12","성남분당구"
"589249","월세",58.24,201710,"2",500,50,1,"1988","단독다가구","2017","10","부천시"
"364315","월세",29.73,201608,"22",1000,70,6,"2014","오피스텔","2016","08","성남분당구"
"1291666","전세",39.5619,201909,"19",15000,0,3,"2004","아파트","2019","09","용인수지구"
"1140724","전세",49.68,201902,"13",17000,0,6,"2000","아파트","2019","02","고양일산서구"
"201301","월세",45,201602,"25",500,55,1,"1995","단독다가구","2016","02","고양일산동구"
"1029142","전세",19.8,201805,"7",4000,0,1,"2003","단독다가구","2018","05","용인기흥구"
"590694","전세",50,201703,"3",14000,0,1,"2017","단독다가구","2017","03","부천시"
"1263180","전세",84.9907,201911,"25",33000,0,20,"2006","아파트","2019","11","안양만안구"
"983034","월세",27,201806,"29",500,35,1,"2003","단독다가구","2018","06","성남수정구"
"1038643","전세",53.3,201803,"26",4500,0,1,"null","단독다가구","2018","03","이천시"
"491561","월세",59.84,201706,"15",15000,30,5,"2000","아파트","2017","06","안양동안구"
"1283027","전세",32.86,201905,"16",12000,0,7,"2015","아파트","2019","05","용인기흥구"
"27402","전세",58.01,201610,"21",22000,0,2,"1990","아파트","2016","10","광명시"
"365688","월세",22.62,201605,"19",5000,5,13,"2015","오피스텔","2016","05","수원영통구"
"1035638","전세",52.8,201811,"4",5000,0,1,"null","단독다가구","2018","11","의정부시"
"801615","전세",41.295,201804,"17",12000,0,8,"1984","아파트","2018","04","부천시"
"826202","월세",40.77,201807,"21",500,40,1,"1987","아파트","2018","07","성남중원구"
"869182","월세",59.75,201812,"1",23000,45,16,"2016","아파트","2018","12","안양만안구"
"1126769","전세",51.8,201907,"15",8701,0,2,"2015","아파트","2019","07","고양덕양구"
"626935","월세",50,201703,"7",1000,40,1,"null","단독다가구","2017","03","안산단원구"
"566348","월세",23,201705,"12",56,28,1,"1995","단독다가구","2017","05","고양일산서구"
"1309418","월세",18.904,201904,"8",1000,40,18,"2018","아파트","2019","04","의정부시"
"71906","전세",41.85,201607,"15",17000,0,3,"1994","아파트","2016","07","부천시"
"1057154","전세",84.88,201805,"24",24000,0,1,"1996","연립다세대","2018","05","고양일산동구"
"1152832","전세",47.1,201909,"24",8000,0,4,"1985","아파트","2019","09","광명시"
"1061375","전세",94.27,201812,"22",25000,0,1,"1993","연립다세대","2018","12","구리시"
"1061673","월세",43.35,201805,"26",9000,20,3,"1998","연립다세대","2018","05","구리시"
"1287496","전세",84.888,201902,"26",30000,0,5,"2000","아파트","2019","02","용인수지구"
"1072892","전세",60.47,201810,"24",15000,0,3,"1998","연립다세대","2018","10","성남수정구"
"740843","월세",46.9,201809,"11",3448,29,2,"2008","아파트","2018","09","고양덕양구"
"747100","월세",49.77,201803,"23",3000,50,9,"1995","아파트","2018","03","고양일산동구"
"227979","월세",110.34,201609,"22",200,20,1,"1988","단독다가구","2016","09","부천시"
"990449","월세",44.03,201803,"22",300,35,1,"1989","단독다가구","2018","03","성남수정구"
"928818","전세",84.9767,201805,"15",42000,0,16,"2016","아파트","2018","05","하남시"
"442190","전세",40.5,201709,"29",21000,0,13,"1995","아파트","2017","09","성남분당구"
"1023403","전세",120.65,201802,"22",25000,0,1,"null","단독다가구","2018","02","양평군"
"978768","전세",40,201805,"1",5000,0,1,"1996","단독다가구","2018","05","성남분당구"
"54625","월세",58.14,201602,"20",2000,65,8,"1996","아파트","2016","02","남양주시"
"240715","전세",39.21,201602,"23",3000,0,1,"2002","단독다가구","2016","02","성남수정구"
"1198710","전세",84.92,201903,"8",26000,0,10,"1999","아파트","2019","03","부천시"
"514862","전세",59.9534,201704,"15",30000,0,13,"2004","아파트","2017","04","용인수지구"
"1035132","전세",60,201811,"27",22000,0,1,"2011","단독다가구","2018","11","의왕시"
"239526","월세",50,201602,"29",8000,10,1,"2001","단독다가구","2016","02","성남수정구"
"235459","월세",95.13,201607,"7",40000,40,1,"2012","단독다가구","2016","07","성남분당구"
"220603","월세",65.77,201607,"6",10000,20,1,"2016","단독다가구","2016","07","남양주시"
"510793","전세",84.987,201710,"31",49000,0,24,"2012","아파트","2017","10","용인수지구"
"1170998","전세",84.8559,201901,"25",20000,0,9,"2018","아파트","2019","01","김포시"
"1047419","월세",68.29,201808,"1",1000,35,1,"1999","단독다가구","2018","08","하남시"
"227321","월세",30,201610,"15",1500,32,1,"2002","단독다가구","2016","10","부천시"
"337202","전세",38.9,201607,"28",15000,0,3,"2016","연립다세대","2016","07","안산상록구"
"135271","월세",46.2,201610,"6",3000,40,11,"2003","아파트","2016","10","양평군"
"791686","전세",84.99,201810,"2",13000,0,14,"1999","아파트","2018","10","남양주시"
"735322","전세",26.9,201704,"15",12000,0,8,"2010","오피스텔","2017","04","화성시"
"26741","전세",58.01,201607,"9",20000,0,6,"1989","아파트","2016","07","광명시"
"442450","전세",42.84,201711,"4",26000,0,15,"1995","아파트","2017","11","성남분당구"
"608690","전세",42.36,201705,"4",6000,0,1,"1993","단독다가구","2017","05","성남중원구"
"592394","전세",81.17,201707,"1",18000,0,1,"1994","단독다가구","2017","07","부천시"
"1368712","월세",74.51,201912,"12",6000,15,1,"1984","단독다가구","2019","12","군포시"
"309075","전세",99,201601,"4",13000,0,1,"2016","단독다가구","2016","01","화성시"
"217130","전세",25,201612,"31",3800,0,1,"1987","단독다가구","2016","12","군포시"
"803889","전세",74.49,201801,"15",24000,0,7,"2017","아파트","2018","01","부천시"
"1445376","전세",23.52,201902,"13",3100,0,1,"2010","단독다가구","2019","02","평택시"
"240534","전세",37.17,201604,"27",3500,0,1,"1992","단독다가구","2016","04","성남수정구"
"414802","전세",59.9478,201706,"2",22000,0,8,"2013","아파트","2017","06","김포시"
"9025","전세",39.96,201612,"19",14500,0,1,"1992","아파트","2016","12","고양일산동구"
"505336","전세",59.601,201707,"25",27000,0,8,"2002","아파트","2017","07","용인기흥구"
"185992","전세",84.98,201603,"10",30000,0,8,"2016","아파트","2016","03","하남시"
"521414","전세",59.99,201703,"29",36000,0,12,"2009","아파트","2017","03","의왕시"
"482415","전세",39.75,201706,"22",6500,0,14,"2000","아파트","2017","06","안성시"
"1534324","전세",21.42,201904,"20",11000,0,15,"2019","오피스텔","2019","04","하남시"
"297793","전세",30,201610,"19",5000,0,1,"2013","단독다가구","2016","10","평택시"
"515145","월세",51.86,201711,"21",3930,15,8,"2005","아파트","2017","11","용인수지구"
"427695","전세",59.47,201702,"4",25500,0,8,"2010","아파트","2017","02","남양주시"
"563104","월세",27,201702,"16",300,27,1,"1995","단독다가구","2017","02","고양덕양구"
"201975","전세",19,201605,"16",5000,0,1,"null","단독다가구","2016","05","고양일산동구"
"546749","전세",51.39,201701,"19",17040,0,16,"2016","아파트","2017","01","하남시"
"1399144","월세",40,201903,"12",5000,20,1,"2007","단독다가구","2019","03","수원권선구"
"983614","전세",50,201812,"15",15000,0,1,"2002","단독다가구","2018","12","성남수정구"
"404992","월세",59.97,201702,"2",5000,70,11,"1994","아파트","2017","02","군포시"
"232906","월세",99.58,201609,"23",22000,20,1,"1994","단독다가구","2016","09","성남분당구"
"757800","전세",84.18,201803,"10",34500,0,8,"2010","아파트","2018","03","광명시"
"216228","전세",34.85,201609,"19",4500,0,1,"2004","단독다가구","2016","09","군포시"
"1431849","월세",22,201907,"24",300,30,1,"1996","단독다가구","2019","07","용인수지구"
"26881","전세",58.01,201603,"26",19500,0,15,"1990","아파트","2016","03","광명시"
"755682","전세",73.02,201805,"30",50000,0,1,"1983","아파트","2018","05","과천시"
"384735","전세",84.78,201711,"9",30000,0,9,"2006","아파트","2017","11","고양일산동구"
"834091","전세",84.975,201801,"11",32000,0,3,"2006","아파트","2018","01","수원영통구"
"139798","전세",59.735,201602,"3",25000,0,17,"2006","아파트","2016","02","용인기흥구"
"810917","월세",39.62,201807,"11",4875,10,12,"2011","아파트","2018","07","성남분당구"
"136","월세",115.21,201610,"4",1000,60,3,"2000","아파트","2016","10","가평군"
"818518","전세",83.58,201811,"17",47000,0,16,"1993","아파트","2018","11","성남분당구"
"1107122","전세",30.81,201801,"29",14000,0,7,"2003","오피스텔","2018","01","성남분당구"
"228192","전세",24,201601,"5",4500,0,1,"1982","단독다가구","2016","01","부천시"
"135772","전세",147.7,201612,"19",22000,0,6,"2009","아파트","2016","12","여주시"
"642105","월세",25,201710,"29",300,28,1,"2003","단독다가구","2017","10","오산시"
"765504","전세",134.806,201808,"28",27000,0,6,"2000","아파트","2018","08","광주시"
"268658","월세",100,201602,"3",2500,55,1,"1997","단독다가구","2016","02","안산상록구"
"1147383","전세",59.82,201901,"19",15000,0,19,"2001","아파트","2019","01","고양일산서구"
"254108","월세",24,201606,"10",300,33,1,"2003","단독다가구","2016","06","수원영통구"
"259068","월세",76.46,201609,"26",2000,30,1,"1982","단독다가구","2016","09","수원장안구"
"944652","월세",84.9933,201810,"29",17100,12,18,"2018","아파트","2018","10","화성시"
"629596","전세",44.67,201706,"21",6000,0,1,"1996","단독다가구","2017","06","안산상록구"
"37576","전세",101.88,201611,"3",35000,0,10,"1993","아파트","2016","11","군포시"
"568430","전세",19,201712,"4",6500,0,1,"1996","단독다가구","2017","12","과천시"
"1177497","전세",101.602,201904,"6",22000,0,4,"2014","아파트","2019","04","김포시"
"190585","월세",36.63,201602,"15",1293,15,13,"2004","아파트","2016","02","화성시"
"1395433","월세",18,201912,"26",500,25,1,"1984","단독다가구","2019","12","성남중원구"
"464166","전세",59.96,201701,"21",21000,0,11,"1997","아파트","2017","01","수원영통구"
"1470163","전세",41.357,201903,"28",7000,0,1,"1985","연립다세대","2019","03","부천시"
"395963","월세",73.09,201704,"7",20000,30,15,"1986","아파트","2017","04","광명시"
"172639","전세",59.977,201609,"8",15500,0,6,"2001","아파트","2016","09","파주시"
"602721","전세",40.68,201704,"9",7500,0,1,"1981","단독다가구","2017","04","성남수정구"
"1099735","월세",29.33,201808,"17",1000,46,9,"2004","오피스텔","2018","08","고양일산동구"
"934262","전세",59.52,201811,"16",23000,0,2,"2008","아파트","2018","11","화성시"
"666303","전세",115,201711,"7",17000,0,1,"null","단독다가구","2017","11","화성시"
"1291130","전세",59.77,201903,"7",28000,0,25,"2019","아파트","2019","03","용인수지구"
"568909","월세",30,201702,"7",1500,30,1,"1996","단독다가구","2017","02","광명시"
"132305","월세",44.46,201609,"8",1000,30,9,"1996","아파트","2016","09","양주시"
"278887","전세",33,201606,"1",2000,0,1,"2007","단독다가구","2016","06","양평군"
"397100","전세",45.77,201705,"1",16000,0,7,"1990","아파트","2017","05","광명시"
"1350266","월세",46.82,201912,"12",4975,22,2,"2016","아파트","2019","12","화성시"
"1343740","월세",51.92,201912,"17",5113,13,1,"2007","아파트","2019","12","화성시"
"258960","전세",49.5,201605,"31",7500,0,1,"2003","단독다가구","2016","05","수원장안구"
"1397634","전세",85,201904,"1",40000,0,1,"2019","단독다가구","2019","04","성남중원구"
"852814","월세",46.97,201806,"26",5085,11,3,"2010","아파트","2018","06","안산단원구"
"1378008","월세",20,201905,"21",100,20,1,"1987","단독다가구","2019","05","부천시"
"1209584","전세",59.76,201902,"26",37000,0,9,"1993","아파트","2019","02","성남분당구"
"374631","월세",46.91,201709,"18",3675,30,13,"2015","아파트","2017","09","고양덕양구"
"228852","월세",32.4,201605,"12",500,26,1,"2001","단독다가구","2016","05","부천시"
"764252","전세",84.217,201806,"23",12000,0,14,"2002","아파트","2018","06","광주시"
"895503","전세",59.721,201805,"22",21000,0,4,"1994","아파트","2018","05","용인수지구"
"673421","월세",35.7,201706,"16",3000,20,3,"1990","연립다세대","2017","06","고양덕양구"
"751699","전세",125.32,201810,"15",45000,0,12,"1994","아파트","2018","10","고양일산서구"
"1372486","전세",74.63,201902,"20",16000,0,1,"2015","단독다가구","2019","02","김포시"
"287483","전세",66,201604,"27",16500,0,1,"2012","단독다가구","2016","04","용인수지구"
"1122689","월세",84.71,201805,"30",10000,90,22,"2018","오피스텔","2018","05","하남시"
"1372747","월세",99.18,201911,"23",1000,50,1,"2007","단독다가구","2019","11","김포시"
"476347","전세",59.88,201708,"29",14000,0,10,"1999","아파트","2017","08","시흥시"
"595712","전세",64.1,201704,"12",23000,0,1,"2011","단독다가구","2017","04","성남분당구"
"607565","월세",50,201703,"9",4000,70,1,"2009","단독다가구","2017","03","성남중원구"
"446","월세",84.8265,201610,"10",2000,75,12,"2007","아파트","2016","10","고양덕양구"
"850880","월세",66.56,201803,"23",9000,16,12,"1987","아파트","2018","03","안산단원구"
"1022987","전세",132,201806,"27",20000,0,1,"null","단독다가구","2018","06","양평군"
"784293","월세",84.9683,201804,"1",10000,60,16,"2018","아파트","2018","04","남양주시"
"1343255","월세",84.88,201911,"9",1000,75,3,"2005","아파트","2019","11","화성시"
"593809","전세",61.5,201704,"26",17000,0,1,"1997","단독다가구","2017","04","성남분당구"
